Nr 52.4,Nr 52.7,Nr 60.34,Nr 52.2,Nr 60.11,Nr 60.5,Nr 60.2,Nr 52.11
0.485850171353,0.494523106298,0.981262370633,0.709947767879,0.54646049845,0.607739691015,0.634175949268,0.639226673607
