Nr 52.4,Nr 52.7,Nr 60.34,Nr 52.2,Nr 60.11,Nr 60.5,Nr 60.2,Nr 52.11
0.128234131835,0.113014968315,0.374908291847,0.215337256689,0.177113289557,0.190805942093,0.186456766406,0.224916710787
