Nr 52.2 AVG,Nr 60.11 AVG,Nr 52.7 AVG,Nr 52.4 AVG,Nr 60.5 AVG,Nr 60.2 AVG,Nr 60.34 AVG,Nr 52.11 AVG
0.853915054396,0.558576350256,0.600394617203,0.631837847729,0.717847567735,0.656518128214,1.13385929824,0.941994461774
