Nr 52.2 AVG,Nr 60.11 AVG,Nr 52.7 AVG,Nr 52.4 AVG,Nr 60.5 AVG,Nr 60.2 AVG,Nr 60.34 AVG,Nr 52.11 AVG
0.319650896196,0.12426935709,0.177871135764,0.184312202169,0.20410970454,0.256801532319,0.432773009294,0.349780087053
