,Label,Enclosure,Nr 52.2,Nr 52.4,Nr 52.7,Nr 52.11,Nr 60.2,Nr 60.5,Nr 60.11,Nr 60.34
277,ARC009,59_e,314,260,278,412,339,210,439,234
278,ARC032,59_e,308,264,262,396,371,254,433,240
279,ARC040,59_e,318,248,274,400,339,232,441,234
280,ARC086,59_e,318,248,274,398,335,232,441,234
281,ARC177,59_e,304,258,270,400,311,228,433,220
282,ARC386,59_e,318,262,274,408,373,230,439,244
283,ARC534,59_e,318,262,282,396,335,236,425,256
