,Label,Enclosure,Nr 52.2,Nr 52.4,Nr 52.7,Nr 52.11,Nr 60.2,Nr 60.5,Nr 60.11,Nr 60.34
269,ARC023,58E_w,324,268,274,378,335,222,437,228
270,ARC088,58E_w,322,256,278,404,329,224,459,254
271,ARC123,58E_w,326,230,274,406,339,246,447,256
272,ARC420,58E_w,316,286,274,392,349,240,447,222
273,ARC435,58E_w,310,264,282,394,339,246,447,234
274,ARC489,58E_w,316,256,262,392,353,224,439,252
275,ARC519,58E_w,308,260,274,388,335,204,449,234
276,ARC548,58E_w,324,262,258,394,349,222,429,248
