,Label,Enclosure,Nr 52.2,Nr 52.4,Nr 52.7,Nr 52.11,Nr 60.2,Nr 60.5,Nr 60.11,Nr 60.34
37,ARC099,43A_n,304,262,258,398,339,232,453,234
38,ARC411,43A_n,304,236,258,404,333,220,447,228
39,ARC455,43A_n,304,262,282,386,349,238,413,234
40,ARC471,43A_n,304,268,262,396,343,228,437,240
41,ARC496,43A_n,308,262,258,398,339,232,431,234
42,ARC594,43A_n,308,262,276,400,333,236,433,246
