,Label,Enclosure,Nr 52.2,Nr 52.4,Nr 52.7,Nr 52.11,Nr 60.2,Nr 60.5,Nr 60.11,Nr 60.34
136,ARC090,46_n,308,262,282,406,339,230,451,224
137,ARC097,46_n,314,264,278,404,345,230,431,236
138,ARC169,46_n,296,238,266,382,353,238,425,222
139,ARC185,46_n,314,258,254,398,349,238,451,268
140,ARC221,46_n,300,260,270,408,347,232,443,292
141,ARC375,46_n,314,246,270,400,375,226,427,262
142,ARC508,46_n,304,270,262,398,345,224,433,254
