,Label,Enclosure,Nr 52.2,Nr 52.4,Nr 52.7,Nr 52.11,Nr 60.2,Nr 60.5,Nr 60.11,Nr 60.34
129,ARC346,46_e,336,250,270,408,343,242,427,228
130,ARC359,46_e,320,256,270,410,337,236,431,258
131,ARC497,46_e,300,262,260,382,367,238,427,236
132,ARC503,46_e,312,230,274,396,337,226,427,222
133,ARC511,46_e,300,250,262,392,337,208,451,254
134,ARC517,46_e,320,262,276,408,343,242,449,222
135,ARC518,46_e,310,260,258,396,347,230,429,266
